action,observation.state,timestamp,frame_index,episode_index,index,task_index
[   0.    0.  -40.   10.    0.    0. -150.],"[ 6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  7.5250000e+02]",4.4333334,133,0,133,0
[   0.    0.  -40.   10.    0.    0. -150.],"[ 6.7984702e-06 -0.0000000e+00 -3.9999996e+01  9.9999914e+00
 -0.0000000e+00  8.4771054e-06  7.5250000e+02]",4.4666667,134,0,134,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -1.3596940e-05 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  7.5250000e+02]",4.5,135,0,135,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -8.4771054e-06 -0.0000000e+00  7.5250000e+02]",4.5333333,136,0,136,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06  8.4771054e-06  7.5250000e+02]",4.5666666,137,0,137,0
[   0.    0.  -40.   10.    0.    0. -150.],"[ 6.7984702e-06  6.7984702e-06 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -8.4771054e-06  7.5250000e+02]",4.6,138,0,138,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00  6.7984702e-06 -3.9999996e+01  1.0000017e+01
 -0.0000000e+00  8.4771054e-06  7.5250000e+02]",4.633333,139,0,139,0
[   0.    0.  -40.   10.    0.    0. -140.],"[ 6.7984702e-06 -6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  7.5250000e+02]",4.6666665,140,0,140,0
[   0.    0.  -40.   10.    0.    0. -140.],"[-6.7984702e-06  6.7984702e-06 -4.0000004e+01  1.0000000e+01
  8.4771054e-06 -8.4771054e-06  7.5250000e+02]",4.7,141,0,141,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.798470e-06 -6.798470e-06 -3.999999e+01  9.999991e+00 -0.000000e+00
  1.695421e-05  7.525000e+02]",4.733333,142,0,142,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-6.7984702e-06  6.7984702e-06 -4.0000004e+01  9.9999914e+00
 -0.0000000e+00 -0.0000000e+00  8.1820001e+02]",4.766667,143,0,143,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00  6.7984702e-06 -3.9999996e+01  1.0000000e+01
  8.4771054e-06 -0.0000000e+00  8.4629999e+02]",4.8,144,0,144,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.7984702e-06 -6.7984702e-06 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  9.0770001e+02]",4.8333335,145,0,145,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -8.4771054e-06 -0.0000000e+00  9.4550000e+02]",4.866667,146,0,146,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.7984702e-06  1.3596940e-05 -3.9999996e+01  1.0000009e+01
 -8.4771054e-06  8.4771054e-06  9.5020001e+02]",4.9,147,0,147,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.000000e+00 -0.000000e+00 -3.999999e+01  1.000000e+01 -0.000000e+00
 -8.477105e-06  9.502000e+02]",4.9333334,148,0,148,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.000000e+00  6.798470e-06 -3.999999e+01  1.000000e+01 -0.000000e+00
 -8.477105e-06  9.502000e+02]",4.9666667,149,0,149,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-1.359694e-05 -0.000000e+00 -3.999999e+01  9.999991e+00 -0.000000e+00
 -0.000000e+00  9.502000e+02]",5.0,150,0,150,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  9.9999914e+00
 -0.0000000e+00  8.4771054e-06  9.5020001e+02]",5.0333333,151,0,151,0
[   0.    0.  -40.   10.    0.    0. -120.],"[ 6.798470e-06 -6.798470e-06 -3.999999e+01  9.999991e+00  1.695421e-05
 -0.000000e+00  9.502000e+02]",5.0666666,152,0,152,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-6.7984702e-06  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  9.5020001e+02]",5.1,153,0,153,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-0.0000000e+00  6.7984702e-06 -3.9999989e+01  1.0000009e+01
  8.4771054e-06 -0.0000000e+00  1.0197000e+03]",5.133333,154,0,154,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-6.798470e-06 -0.000000e+00 -3.999999e+01  9.999991e+00 -8.477105e-06
 -0.000000e+00  1.043800e+03]",5.1666665,155,0,155,0
[   0.    0.  -40.   10.    0.    0. -120.],"[ 6.798470e-06 -0.000000e+00 -3.999999e+01  9.999991e+00 -0.000000e+00
 -0.000000e+00  1.048100e+03]",5.2,156,0,156,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06 -0.0000000e+00  1.0481000e+03]",5.233333,157,0,157,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-6.798470e-06  6.798470e-06 -3.999999e+01  1.000000e+01 -0.000000e+00
 -8.477105e-06  1.048100e+03]",5.266667,158,0,158,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  1.0481000e+03]",5.3,159,0,159,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.7984702e-06  6.7984702e-06 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  1.0481000e+03]",5.3333335,160,0,160,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00 -6.7984702e-06 -4.0000004e+01  9.9999914e+00
  8.4771054e-06  8.4771054e-06  1.0481000e+03]",5.366667,161,0,161,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.7984702e-06  6.7984702e-06 -3.9999985e+01  1.0000000e+01
  1.6954211e-05 -0.0000000e+00  9.8150000e+02]",5.4,162,0,162,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ 6.7984702e-06 -6.7984702e-06 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00  8.4771054e-06  9.5320001e+02]",5.4333334,163,0,163,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00  8.4771054e-06  9.5020001e+02]",5.4666667,164,0,164,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00 -6.7984702e-06 -3.9999989e+01  1.0000009e+01
  8.4771054e-06 -0.0000000e+00  9.5020001e+02]",5.5,165,0,165,0
[   0.    0.  -40.   10.    0.    0. -130.],"[ -0.        -0.       -40.000004  10.        -0.        -0.
 950.2     ]",5.5333333,166,0,166,0
